source_id,x_ref,y_ref,filename,flux,flux_err,mag,mag_err,snr,sky_bkg,temporal_snr
148,636.329879,730.614106,019007_00001_CN2025A-65_cycle_0_pointing_14_calibrated_bgsub.fits,18973.689815,138.399489,-10.695379,0.007919,137.093641,2.301110,36.916647
158,895.933694,787.631681,019007_00001_CN2025A-65_cycle_0_pointing_14_calibrated_bgsub.fits,6345.593697,83.097568,-9.506181,0.014218,76.363170,7.125202,27.533406
159,903.505113,789.274386,019007_00001_CN2025A-65_cycle_0_pointing_14_calibrated_bgsub.fits,5509.145246,77.618776,-9.352711,0.015297,70.976966,6.563920,24.367595
160,596.654366,791.134479,019007_00001_CN2025A-65_cycle_0_pointing_14_calibrated_bgsub.fits,5718.894470,76.523030,-9.393280,0.014527,74.734292,1.742806,16.723134
162,600.060773,802.913741,019007_00001_CN2025A-65_cycle_0_pointing_14_calibrated_bgsub.fits,5208.170987,73.001917,-9.291713,0.015218,71.342934,1.542007,19.947202
164,721.182150,812.275056,019007_00001_CN2025A-65_cycle_0_pointing_14_calibrated_bgsub.fits,7498.640804,87.584732,-9.687456,0.012681,85.615845,2.195631,24.820697
165,721.172688,812.632289,019007_00001_CN2025A-65_cycle_0_pointing_14_calibrated_bgsub.fits,7487.915672,87.495050,-9.685902,0.012686,85.581021,2.132270,24.645710
167,884.570110,839.818923,019007_00001_CN2025A-65_cycle_0_pointing_14_calibrated_bgsub.fits,26126.522410,162.549787,-11.042704,0.006755,160.729355,3.767654,33.709347
168,840.205199,848.419088,019007_00001_CN2025A-65_cycle_0_pointing_14_calibrated_bgsub.fits,22077.968004,150.096866,-10.859898,0.007381,147.091465,5.743600,34.175653
169,536.352992,857.679117,019007_00001_CN2025A-65_cycle_0_pointing_14_calibrated_bgsub.fits,6076.740274,78.011948,-9.459177,0.013938,77.894995,-0.116166,21.547846
170,477.678252,861.365206,019007_00001_CN2025A-65_cycle_0_pointing_14_calibrated_bgsub.fits,5064.591758,73.245599,-9.261361,0.015702,69.145339,3.823869,21.292599
26,927.872584,110.366658,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,4245.695337,65.267795,-9.069872,0.016690,65.050387,-0.180669,18.417756
28,880.774087,114.162490,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,216231.125737,468.297273,-13.337296,0.002351,461.739024,39.103861,32.544735
33,661.146847,140.675554,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3260.499303,57.350574,-8.783210,0.019097,56.852078,-0.364007,13.471763
35,920.147012,150.744441,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,8566.451043,93.596391,-9.832002,0.011862,91.525441,2.467964,27.880577
36,602.787340,156.858526,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,6795.780663,82.474283,-9.580598,0.013176,82.398785,-0.079280,23.985381
37,619.092573,169.192742,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,23224.350513,153.260886,-10.914859,0.007165,151.534753,3.368337,35.520932
38,861.541665,174.131087,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,11912.966140,109.937394,-10.190050,0.010019,108.361366,2.206071,30.230752
39,752.288649,185.149594,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,18101.168466,135.174190,-10.644267,0.008108,133.909946,2.175880,35.489998
42,984.056857,194.802823,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,13284.354666,115.904867,-10.308351,0.009473,114.614295,1.904557,30.567383
43,709.591071,197.689768,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,2600.305444,52.468560,-8.537561,0.021907,49.559306,-1.943529,12.913045
44,783.202627,197.475437,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,9954.374356,100.627590,-9.995035,0.010975,98.922914,2.184083,27.988459
46,1021.336599,198.855772,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3599.356158,61.000035,-8.890562,0.018400,59.005804,1.548872,11.448276
48,781.060079,218.363857,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,42453.484368,207.067204,-11.569783,0.005296,205.022734,5.390167,33.076620
49,693.721337,227.404655,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,2764.931235,57.976253,-8.604211,0.022765,47.690755,7.592514,14.106253
50,730.079827,228.391431,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,80629.241849,285.716127,-12.266231,0.003847,282.200528,12.789224,33.267232
52,690.408579,240.121202,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,69677.467795,266.725572,-12.107731,0.004156,261.232799,18.653764,32.130120
53,798.536890,245.189648,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,203046.158910,453.501111,-13.268987,0.002425,447.730235,33.321932,33.275523
54,699.575507,247.488966,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,5455.184292,80.709914,-9.342024,0.016063,67.590015,13.482410,20.796725
55,971.758026,250.749483,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,21005.622416,145.975503,-10.805839,0.007545,143.898270,3.860782,33.916835
57,476.093045,262.935867,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,4330.349634,66.791159,-9.091307,0.016746,64.834174,-1.664243,19.724505
61,523.837408,274.775367,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,11329.572454,108.577249,-10.135534,0.010405,104.345731,5.849856,30.763132
62,601.971377,274.797518,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,7011.405847,85.884037,-9.614513,0.013299,81.638056,4.643021,22.902188
63,654.947372,278.607470,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,-546.946262,27.690211,,,-19.752333,2.798600,-0.556471
65,491.589729,290.376736,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3405.228354,59.494546,-8.830366,0.018969,57.235975,1.710885,18.584366
66,971.391629,296.483783,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,4440.428901,67.761103,-9.118562,0.016568,65.530647,1.924351,16.719147
67,734.048937,323.039327,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3817.775408,62.121182,-8.954526,0.017666,61.456902,0.525413,15.682778
68,831.618730,323.633753,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,40085.453175,201.667625,-11.507467,0.005462,198.769898,7.440527,35.285758
69,776.776133,327.813485,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,11202.277185,105.885003,-10.123266,0.010262,105.796636,0.119133,29.259557
74,490.871494,349.623684,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,9271.511504,96.445014,-9.917876,0.011294,96.132616,-0.383617,27.491106
76,620.951135,366.873331,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,7135.847400,85.224708,-9.633614,0.012967,83.729795,-1.622152,25.049351
77,714.500371,367.262238,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,248595.237185,502.157240,-13.488732,0.002193,495.054572,45.412077,35.858587
80,586.172221,384.419070,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,6776.451421,82.454269,-9.577506,0.013211,82.184361,-0.283360,21.288307
90,728.666796,429.458096,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,2278.519282,48.760308,-8.394132,0.023234,46.728977,-1.261122,10.620118
91,512.694747,435.306667,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,177688.446864,424.225964,-13.124148,0.002592,418.853304,29.019956,34.902970
93,678.107698,437.830830,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,12533.731234,112.961420,-10.245201,0.009785,110.955858,2.884539,32.134652
94,994.323599,440.576177,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,116756.523847,344.121157,-12.668203,0.003200,339.289002,21.172020,32.964149
96,587.876644,442.248962,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3447.405713,60.389098,-8.843731,0.019018,57.086558,-2.539316,13.806497
97,844.084918,443.403811,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,35489.836368,189.505806,-11.375260,0.005797,187.275721,5.380889,35.039058
98,469.303013,443.346165,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3095.413048,57.909367,-8.726797,0.020311,53.452718,3.285998,12.154679
99,689.246302,446.742537,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,34968.615962,188.457850,-11.359196,0.005851,185.551390,6.974109,35.945976
100,701.171630,458.045416,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,4318.595971,69.027569,-9.088356,0.017354,62.563350,5.681314,16.510437
103,502.408226,462.164632,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,51151.671914,228.118333,-11.772150,0.004842,224.233060,11.284746,35.334207
104,624.225783,467.795881,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,5584.997318,74.748555,-9.367557,0.014531,74.717128,-0.029910,22.144198
105,842.598499,467.433752,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,65031.351786,256.970738,-12.032807,0.004290,253.069093,12.765609,33.198749
106,959.025472,467.798575,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,34144.369470,186.204938,-11.333298,0.005921,183.369839,6.721553,35.941031
109,728.594648,506.717854,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,12771.521743,114.492028,-10.265607,0.009733,111.549442,4.289578,29.999679
110,982.451245,507.872269,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,11663.781435,110.632073,-10.167098,0.010298,105.428572,7.329710,29.503975
111,998.865836,508.470747,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,24064.652214,156.368389,-10.953449,0.007055,153.897168,4.920063,30.640847
113,800.264734,517.259629,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,9777.006918,99.199620,-9.975515,0.011016,98.558915,-0.809243,27.120522
114,695.147451,533.609906,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,21953.887090,149.067879,-10.853779,0.007372,147.274432,3.403947,34.767266
115,735.996240,536.440894,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,394149.631509,631.322973,-13.989153,0.001739,624.323284,56.265274,37.211708
116,556.986903,545.326144,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,7796.673791,88.669502,-9.729773,0.012347,87.929599,0.835332,26.527574
118,490.717961,554.914957,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,2982.736301,54.906160,-8.686537,0.019986,54.324256,-0.406801,10.720318
120,591.132364,565.463092,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,2394.018421,50.170830,-8.447819,0.022753,47.717337,1.567279,9.483848
121,598.795626,566.307381,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3674.562061,63.435736,-8.913014,0.018743,57.925742,4.450361,15.572088
127,559.995377,603.186712,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,15735.407583,125.612485,-10.492195,0.008667,125.269456,0.548623,31.977026
129,625.151185,608.589160,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,5458.157927,74.596002,-9.342615,0.014838,73.169577,1.354798,21.204629
131,562.969877,622.295466,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,1886.868866,45.196255,-8.189354,0.026006,41.748346,1.984122,7.499083
136,624.762207,663.663230,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,340916.894324,587.550714,-13.831621,0.001871,580.233989,54.735892,35.766197
139,752.616559,679.204746,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3869.173928,62.360424,-8.969046,0.017498,62.045344,-0.250173,16.053877
142,556.862636,699.810853,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3729.917679,64.453697,-8.929248,0.018761,57.869724,5.403138,14.653830
143,548.416241,708.470547,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,11486.003127,109.442997,-10.150422,0.010345,104.949640,6.261365,34.332634
144,867.534533,708.067848,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,120890.660100,350.611951,-12.705982,0.003149,344.799029,25.949637,33.457908
147,474.579304,721.118435,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,8173.330452,91.973788,-9.780998,0.012217,88.865868,3.639519,27.754673
148,636.329879,730.614106,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,19459.828544,140.592665,-10.722848,0.007844,138.412830,3.902083,36.916647
158,895.933694,787.631681,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,7379.527697,86.660786,-9.670071,0.012750,85.154175,1.662393,27.533406
159,903.505113,789.274386,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,6030.021261,79.581948,-9.450797,0.014329,75.771220,3.861291,24.367595
160,596.654366,791.134479,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,5790.382754,77.070914,-9.406768,0.014451,75.130584,1.904040,16.723134
162,600.060773,802.913741,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,5349.097741,74.780150,-9.320701,0.015178,71.530984,3.093630,19.947202
164,721.182150,812.275056,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,7407.279405,86.574259,-9.674147,0.012689,85.559837,1.118195,24.820697
165,721.172688,812.632289,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,7450.147696,86.728825,-9.680412,0.012639,85.901633,0.913440,24.645710
167,884.570110,839.818923,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,26768.696827,164.722823,-11.069068,0.006681,162.507517,4.646197,33.709347
168,840.205199,848.419088,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,22287.561842,150.593172,-10.870156,0.007336,147.998488,4.975078,34.175653
169,536.352992,857.679117,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,6112.459504,78.864268,-9.465540,0.014008,77.506070,1.363808,21.547846
170,477.678252,861.365206,019008_00000_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,5584.468152,75.461960,-9.367455,0.014671,74.003751,1.401064,21.292599
26,927.872584,110.366658,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,4627.699298,68.706502,-9.163413,0.016119,67.354605,-1.182638,18.417756
28,880.774087,114.162490,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,221907.125363,474.530272,-13.365428,0.002322,467.635340,41.658539,32.544735
33,661.146847,140.675554,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3830.582512,64.612888,-8.958162,0.018313,59.285115,-4.383035,13.471763
35,920.147012,150.744441,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,8978.021602,95.392244,-9.882952,0.011536,94.116893,1.549006,27.880577
36,602.787340,156.858526,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,7103.068622,84.461587,-9.628615,0.012910,84.098214,-0.390772,23.985381
37,619.092573,169.192742,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,24388.111232,156.712492,-10.967945,0.006976,155.623275,2.173344,35.520932
38,861.541665,174.131087,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,12096.132316,110.076381,-10.206616,0.009880,109.888536,0.263272,30.230752
39,752.288649,185.149594,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,18694.962338,137.455754,-10.679311,0.007983,136.007128,2.535299,35.489998
42,984.056857,194.802823,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,13894.408742,118.625637,-10.357100,0.009269,117.128211,-2.261695,30.567383
43,709.591071,197.689768,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3506.688991,61.102693,-8.862243,0.018918,57.390089,-2.888344,12.913045
44,783.202627,197.475437,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,10158.777265,100.867880,-10.017104,0.010780,100.713699,-0.198013,27.988459
46,1021.336599,198.855772,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3803.863815,62.415133,-8.950562,0.017815,60.944576,1.168643,11.448276
48,781.060079,218.363857,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,43753.106602,209.997690,-11.602522,0.005211,208.350418,4.404432,33.076620
49,693.721337,227.404655,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3333.340130,62.133227,-8.807199,0.020237,53.648269,6.712491,14.106253
50,730.079827,228.391431,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,83269.291114,290.148521,-12.301212,0.003783,286.988508,11.673994,33.267232
52,690.408579,240.121202,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,71261.733153,269.694240,-12.132141,0.004109,264.231573,18.757998,32.130120
53,798.536890,245.189648,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,208520.084665,459.553501,-13.297870,0.002393,453.744959,33.987038,33.275523
54,699.575507,247.488966,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,5614.456019,81.313404,-9.373269,0.015724,69.047116,12.699464,20.796725
55,971.758026,250.749483,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,21626.744218,147.741897,-10.837478,0.007417,146.381931,2.558244,33.916835
57,476.093045,262.935867,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,4832.509883,70.584084,-9.210432,0.015858,68.464584,-1.904804,19.724505
61,523.837408,274.775367,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,12221.458271,112.552089,-10.217808,0.009999,108.584908,5.685199,30.763132
62,601.971377,274.797518,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,6800.664783,84.517066,-9.581378,0.013493,80.464989,4.360459,22.902188
63,654.947372,278.607470,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,-339.181581,20.250427,,,-16.749355,0.902704,-0.556471
65,491.589729,290.376736,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3912.417544,64.472674,-8.981113,0.017891,60.683346,3.110627,18.584366
66,971.391629,296.483783,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,4663.694107,68.431779,-9.171825,0.015931,68.151000,0.244643,16.719147
67,734.048937,323.039327,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3514.793207,59.823512,-8.864749,0.018479,58.752706,0.815630,15.682778
68,831.618730,323.633753,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,41076.472705,203.949250,-11.533983,0.005391,201.405363,6.605872,35.285758
69,776.776133,327.813485,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,11233.372528,107.083720,-10.126275,0.010350,104.902710,2.973659,29.259557
74,490.871494,349.623684,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,9190.869133,98.168336,-9.908391,0.011596,93.623561,5.680596,27.491106
76,620.951135,366.873331,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,7068.181616,85.392886,-9.623269,0.013117,82.772488,2.849044,25.049351
77,714.500371,367.262238,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,254724.277652,508.025083,-13.515176,0.002165,501.400986,42.847147,35.858587
80,586.172221,384.419070,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,6318.399687,80.733525,-9.501518,0.013873,78.262403,2.540143,21.288307
90,728.666796,429.458096,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,2559.738047,51.320576,-8.520489,0.021767,49.877423,-0.943005,10.620118
91,512.694747,435.306667,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,181365.296662,428.330287,-13.146385,0.002564,423.423937,26.757619,34.902970
93,678.107698,437.830830,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,12548.519776,113.308231,-10.246481,0.009803,110.746763,3.695391,32.134652
94,994.323599,440.576177,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,119810.658611,348.460604,-12.696239,0.003158,343.828419,20.551791,32.964149
96,587.876644,442.248962,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3205.244538,57.201424,-8.764653,0.019376,56.034349,0.849993,13.806497
97,844.084918,443.403811,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,35215.402509,189.723983,-11.366832,0.005849,185.613868,9.928561,35.039058
98,469.303013,443.346165,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,3121.615929,57.171568,-8.735949,0.019884,54.600845,1.871309,12.154679
99,689.246302,446.742537,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,35508.744193,190.001873,-11.375838,0.005809,186.886285,7.537166,35.945976
100,701.171630,458.045416,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,4512.163365,69.552198,-9.135962,0.016735,64.874490,4.142419,16.510437
103,502.408226,462.164632,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,51538.215051,228.802340,-11.780323,0.004820,225.252133,10.342472,35.334207
104,624.225783,467.795881,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,5815.145423,76.291113,-9.411401,0.014244,76.223104,-0.066062,22.144198
105,842.598499,467.433752,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,67304.967099,260.986432,-12.070118,0.004210,257.886844,10.299876,33.198749
106,959.025472,467.798575,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,34872.500077,187.727208,-11.356208,0.005845,185.761565,4.698314,35.941031
109,728.594648,506.717854,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,13074.978435,115.024729,-10.291102,0.009551,113.671022,1.982559,29.999679
110,982.451245,507.872269,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,12468.318772,112.923049,-10.239520,0.009833,110.414294,3.607040,29.503975
111,998.865836,508.470747,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,24772.946851,158.408592,-10.984944,0.006942,156.386383,4.078635,30.640847
113,800.264734,517.259629,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,9979.524671,100.412683,-9.997775,0.010924,99.385101,-1.313757,27.120522
114,695.147451,533.609906,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,22438.906879,150.489690,-10.877504,0.007281,149.105942,2.651392,34.767266
115,735.996240,536.440894,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,399248.946865,635.837318,-14.003109,0.001729,627.910530,64.173154,37.211708
116,556.986903,545.326144,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,7887.003275,89.196331,-9.742280,0.012278,88.422956,0.878308,26.527574
118,490.717961,554.914957,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,2904.698910,54.571703,-8.657753,0.020397,53.227199,-0.934200,10.720318
120,591.132364,565.463092,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,2257.867721,51.309577,-8.384246,0.024672,44.004801,4.772166,9.483848
121,598.795626,566.307381,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,4106.613852,66.287895,-9.033710,0.017525,61.951188,3.660196,15.572088
127,559.995377,603.186712,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,15545.874537,125.001941,-10.479038,0.008730,124.365065,1.013635,31.977026
129,625.151185,608.589160,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,5606.441393,76.608750,-9.371718,0.014835,73.182782,3.341733,21.204629
131,562.969877,622.295466,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,2048.485546,45.371223,-8.278582,0.024047,45.149445,0.128117,7.499083
136,624.762207,663.663230,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,348349.555768,593.931265,-13.855038,0.001851,586.514933,56.083549,35.766197
139,752.616559,679.204746,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,4233.441645,65.939886,-9.066734,0.016911,64.201531,-1.459475,16.053877
142,556.862636,699.810853,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,4154.154038,66.433600,-9.046206,0.017363,62.530919,3.301117,14.653830
143,548.416241,708.470547,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,11942.661396,111.181787,-10.192753,0.010107,107.415627,5.331416,34.332634
144,867.534533,708.067848,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,124635.099742,355.625848,-12.739101,0.003098,350.466932,23.359410,33.457908
147,474.579304,721.118435,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,9048.811030,95.630685,-9.891479,0.011474,94.622464,-1.227617,27.754673
148,636.329879,730.614106,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,19829.152325,142.481749,-10.743260,0.007801,139.169771,6.008371,36.916647
158,895.933694,787.631681,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,7176.757527,86.721004,-9.639821,0.013119,82.756855,4.377080,27.533406
159,903.505113,789.274386,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,6261.945859,82.184887,-9.491773,0.014249,76.193399,6.269556,24.367595
160,596.654366,791.134479,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,5816.936333,76.654079,-9.411736,0.014307,75.885542,0.750084,16.723134
162,600.060773,802.913741,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,5789.463369,78.920881,-9.406596,0.014800,73.357815,5.590057,19.947202
164,721.182150,812.275056,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,7893.377416,89.047207,-9.743157,0.012248,88.642616,0.458719,24.820697
165,721.172688,812.632289,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,7825.282880,88.664032,-9.733750,0.012301,88.257693,0.458719,24.645710
167,884.570110,839.818923,019008_00001_CN2025A-65_cycle_0_pointing_15_calibrated_bgsub.fits,28190.501658,168.967440,-11.125257,0.006507,166.839845,4.577223,33.709347
